page_type,url,options.result_url,options.resultQury,job_title,weight,options.landing_min_time,options.landing_click
GoogleSearchResult,https://www.google.com/,allinone.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,65,Yes
GoogleSearchResult,https://www.google.com/,allinone.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,48,Yes
GoogleSearchResult,https://www.google.com/,allinone.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,14,No
GoogleSearchResult,https://www.google.com/,allinone.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,92,No
GoogleSearchResult,https://www.google.com/,allinone.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Test Brand","Android Developer",50,61,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,73,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,39,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,57,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,33,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,49,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,28,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,89,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,35,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,82,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,100,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,12,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,84,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,19,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,84,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,84,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,25,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,90,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,39,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,14,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,11,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,17,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,77,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,92,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,48,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,70,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,13,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,82,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,53,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,35,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,35,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,45,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,66,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,50,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,86,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,21,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,22,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,98,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,42,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,43,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,65,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,84,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,55,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,29,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,34,No
GoogleSearchResult,https://www.google.com/,allinone.com,,"Android Developer",50,43,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,78,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,41,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,117,Yes
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",50,27,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Test Brand","Android Developer",50,104,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,95,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,10,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,25,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,119,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,51,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,77,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,92,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,27,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,35,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,111,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,36,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,16,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,20,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,55,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,39,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,109,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,104,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,107,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,66,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,90,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,30,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,93,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,80,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,37,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,39,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,11,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,44,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,59,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,111,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,107,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,101,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,56,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,104,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,89,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,48,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,11,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,71,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,21,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,20,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,54,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,46,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,53,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,16,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,21,No
GoogleSearchResult,https://www.google.com/,pluckit.co.in,,"Android Developer",50,94,No
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,42,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,17,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,85,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,90,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,21,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,14,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,90,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,50,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,38,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,24,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,37,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,18,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,61,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Brand Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,20,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,17,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,101,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,23,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,67,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,11,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,78,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Test Secondary Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,87,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,95,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,75,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,61,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,22,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,37,Yes
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",325,71,Yes
